jeu_100_25_4.txt_3_currentSA	jeu_100_25_4.txt_3_bestSA	jeu_100_25_4.txt_3_currentTS	jeu_100_25_4.txt_3_bestTS	jeu_100_25_4.txt_3_currentGrasp	jeu_100_25_4.txt_3_bestGrasp	jeu_100_25_4.txt_3_currentIG	jeu_100_25_4.txt_3_bestIG	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23609	23609	23014	23838	24905	25585	25413	25513	
23522	23609	23014	23838	24905	25585	25413	25513	
23522	23609	23014	23838	24905	25585	25413	25513	
23522	23609	23014	23838	24905	25585	25413	25513	
23522	23609	23014	23838	24905	25585	25413	25513	
23522	23609	23014	23838	24905	25585	25413	25513	
23522	23609	23014	23838	24905	25585	25413	25513	
23522	23609	23014	23838	24905	25585	25413	25513	
23522	23609	23014	23838	24905	25585	25413	25513	
23522	23609	23014	23838	24905	25585	25413	25513	
23522	23609	23014	23838	24905	25585	25413	25513	
23522	23609	23014	23838	24905	25585	25413	25513	
23522	23609	23014	23838	24905	25585	25413	25513	
23522	23609	23014	23838	24905	25585	25413	25513	
23522	23609	23014	23838	24905	25585	25413	25513	
23522	23609	23014	23838	24905	25585	25413	25513	
